call_id,account_id,agent_id,call_date,call_hour,day_of_week,day_name,call_result,duration_seconds
CALL0001772,ACC00728,A010,2025-02-07,19,4,Thursday,Contacted,472
CALL0001773,ACC00728,A005,2024-12-02,11,1,Monday,Busy,21
CALL0001774,ACC00729,A009,2025-02-16,15,4,Thursday,Contacted,478
CALL0001775,ACC00729,A005,2024-06-08,12,3,Wednesday,Wrong Number,19
CALL0001776,ACC00729,A009,2025-07-29,11,6,Saturday,Voicemail,6
CALL0001777,ACC00730,A006,2024-06-11,19,5,Friday,No Answer,16
CALL0001778,ACC00730,A008,2024-12-09,16,3,Wednesday,Busy,18
CALL0001779,ACC00731,A006,2025-01-21,14,5,Friday,Contacted,176
CALL0001780,ACC00731,A007,2025-04-03,18,2,Tuesday,Contacted,341
CALL0001781,ACC00731,A005,2025-07-07,18,4,Thursday,Contacted,86
CALL0001782,ACC00732,A007,2024-07-16,18,5,Friday,Contacted,287
CALL0001783,ACC00732,A010,2025-03-02,14,1,Monday,Contacted,335
CALL0001784,ACC00733,A009,2025-01-30,9,1,Monday,Wrong Number,5
CALL0001785,ACC00733,A010,2025-07-16,14,5,Friday,Wrong Number,30
CALL0001786,ACC00733,A001,2024-06-22,12,2,Tuesday,Voicemail,28
CALL0001787,ACC00734,A009,2025-11-27,20,5,Friday,Voicemail,2
CALL0001788,ACC00734,A005,2025-03-13,17,3,Wednesday,Busy,21
CALL0001789,ACC00734,A002,2024-10-06,9,4,Thursday,Busy,27
CALL0001790,ACC00735,A007,2025-07-11,8,3,Wednesday,Voicemail,15
CALL0001791,ACC00735,A008,2025-08-22,9,1,Monday,Busy,15
CALL0001792,ACC00736,A003,2024-09-10,17,4,Thursday,No Answer,24
CALL0001793,ACC00736,A006,2024-06-12,20,1,Monday,No Answer,16
CALL0001794,ACC00736,A003,2024-07-03,8,4,Thursday,No Answer,11
CALL0001795,ACC00737,A002,2024-07-18,11,6,Saturday,Busy,21
CALL0001796,ACC00738,A003,2024-01-05,16,2,Tuesday,Contacted,76
CALL0001797,ACC00738,A002,2024-09-07,10,4,Thursday,Busy,1
CALL0001798,ACC00739,A008,2024-12-22,16,6,Saturday,No Answer,21
CALL0001799,ACC00740,A001,2024-11-23,14,4,Thursday,No Answer,22
CALL0001800,ACC00740,A008,2024-04-17,17,4,Thursday,No Answer,30
CALL0001801,ACC00741,A005,2024-12-16,19,6,Saturday,Busy,30
CALL0001802,ACC00741,A008,2024-11-12,16,2,Tuesday,Contacted,552
CALL0001803,ACC00742,A008,2024-03-15,12,5,Friday,No Answer,3
CALL0001804,ACC00743,A003,2024-02-29,19,5,Friday,Busy,15
CALL0001805,ACC00743,A010,2025-06-29,20,6,Saturday,No Answer,1
CALL0001806,ACC00743,A010,2024-08-31,17,5,Friday,Busy,9
CALL0001807,ACC00743,A001,2025-10-18,10,6,Saturday,Contacted,419
CALL0001808,ACC00743,A002,2024-01-26,14,4,Thursday,Busy,8
CALL0001809,ACC00744,A007,2024-05-22,17,5,Friday,Contacted,491
CALL0001810,ACC00744,A002,2024-06-13,13,4,Thursday,Contacted,197
CALL0001811,ACC00745,A004,2024-04-11,15,4,Thursday,Busy,16
CALL0001812,ACC00746,A008,2025-01-30,15,1,Monday,No Answer,12
CALL0001813,ACC00747,A003,2024-04-25,18,7,Sunday,Wrong Number,23
CALL0001814,ACC00747,A005,2025-09-04,8,3,Wednesday,Wrong Number,27
CALL0001815,ACC00748,A010,2025-03-18,15,5,Friday,Contacted,71
CALL0001816,ACC00748,A001,2025-08-10,12,3,Wednesday,Voicemail,6
CALL0001817,ACC00748,A009,2024-10-16,20,1,Monday,No Answer,19
CALL0001818,ACC00749,A009,2024-03-17,9,3,Wednesday,Voicemail,0
CALL0001819,ACC00749,A008,2024-09-22,15,2,Tuesday,Contacted,531
CALL0001820,ACC00750,A001,2025-05-23,15,3,Wednesday,No Answer,23
CALL0001821,ACC00751,A001,2024-08-20,20,4,Thursday,Voicemail,26
CALL0001822,ACC00751,A008,2024-12-13,20,2,Tuesday,No Answer,2
CALL0001823,ACC00751,A003,2024-06-16,15,3,Wednesday,Wrong Number,7
CALL0001824,ACC00752,A001,2025-08-01,8,6,Saturday,Busy,4
CALL0001825,ACC00752,A005,2025-01-04,10,5,Friday,Contacted,227
CALL0001826,ACC00754,A001,2025-01-27,16,1,Monday,No Answer,11
CALL0001827,ACC00754,A005,2024-07-02,12,3,Wednesday,Contacted,510
CALL0001828,ACC00754,A005,2025-05-01,18,5,Friday,Contacted,432
CALL0001829,ACC00754,A009,2025-07-07,13,5,Friday,Wrong Number,29
CALL0001830,ACC00755,A001,2024-07-18,17,1,Monday,Voicemail,26
CALL0001831,ACC00755,A009,2025-04-03,18,4,Thursday,Contacted,334
CALL0001832,ACC00755,A001,2024-03-23,20,4,Thursday,No Answer,18
CALL0001833,ACC00756,A007,2024-04-12,20,7,Sunday,Voicemail,22
CALL0001834,ACC00756,A010,2025-05-26,18,3,Wednesday,Contacted,102
CALL0001835,ACC00756,A001,2024-12-12,10,4,Thursday,No Answer,15
CALL0001836,ACC00756,A008,2025-08-04,10,1,Monday,Voicemail,2
CALL0001837,ACC00757,A001,2025-04-22,18,1,Monday,Busy,17
CALL0001838,ACC00757,A009,2024-09-14,17,3,Wednesday,Contacted,492
CALL0001839,ACC00757,A003,2024-06-15,15,4,Thursday,Contacted,224
CALL0001840,ACC00757,A005,2024-03-01,17,3,Wednesday,Busy,17
CALL0001841,ACC00758,A008,2025-07-22,15,2,Tuesday,Wrong Number,5
CALL0001842,ACC00758,A008,2024-06-24,17,6,Saturday,Contacted,377
CALL0001843,ACC00759,A009,2025-10-04,8,5,Friday,Busy,18
CALL0001844,ACC00759,A007,2025-02-14,17,2,Tuesday,Voicemail,24
CALL0001845,ACC00759,A009,2024-10-20,16,2,Tuesday,Busy,18
CALL0001846,ACC00759,A004,2024-08-26,13,5,Friday,Voicemail,4
CALL0001847,ACC00760,A003,2025-07-20,18,3,Wednesday,Contacted,200
CALL0001848,ACC00760,A005,2025-04-29,11,7,Sunday,Busy,27
CALL0001849,ACC00760,A007,2024-01-04,20,4,Thursday,Contacted,136
CALL0001850,ACC00761,A006,2024-09-08,12,1,Monday,Busy,2
CALL0001851,ACC00761,A007,2025-02-11,17,2,Tuesday,Voicemail,5
CALL0001852,ACC00762,A004,2024-06-24,18,4,Thursday,Contacted,252
CALL0001853,ACC00763,A005,2024-02-02,12,2,Tuesday,No Answer,23
CALL0001854,ACC00763,A002,2024-07-27,12,2,Tuesday,Contacted,109
CALL0001855,ACC00764,A005,2024-09-28,19,2,Tuesday,Voicemail,15
CALL0001856,ACC00764,A005,2024-06-19,18,1,Monday,Voicemail,5
CALL0001857,ACC00765,A002,2025-06-01,10,3,Wednesday,Contacted,143
CALL0001858,ACC00765,A007,2025-02-21,12,3,Wednesday,Voicemail,21
CALL0001859,ACC00766,A004,2025-08-23,16,4,Thursday,Voicemail,14
CALL0001860,ACC00766,A010,2024-11-26,11,6,Saturday,Wrong Number,11
CALL0001861,ACC00767,A006,2025-01-03,11,1,Monday,No Answer,8
CALL0001862,ACC00767,A010,2025-10-28,9,4,Thursday,Wrong Number,28
CALL0001863,ACC00767,A009,2024-06-30,19,6,Saturday,Contacted,506
CALL0001864,ACC00767,A009,2024-06-24,12,5,Friday,No Answer,23
CALL0001865,ACC00768,A007,2024-09-14,14,2,Tuesday,Wrong Number,17
CALL0001866,ACC00769,A005,2024-11-11,11,1,Monday,No Answer,29
CALL0001867,ACC00769,A001,2025-10-09,14,3,Wednesday,Wrong Number,3
CALL0001868,ACC00769,A005,2025-01-21,18,4,Thursday,Contacted,486
CALL0001869,ACC00769,A008,2025-09-13,10,5,Friday,No Answer,16
CALL0001870,ACC00770,A002,2025-10-05,8,3,Wednesday,Voicemail,14
CALL0001871,ACC00770,A003,2024-12-24,16,1,Monday,Voicemail,0
CALL0001872,ACC00770,A008,2024-07-14,9,1,Monday,No Answer,5
CALL0001873,ACC00771,A003,2025-09-27,16,5,Friday,Busy,20
CALL0001874,ACC00772,A005,2024-06-25,9,3,Wednesday,Contacted,591
CALL0001875,ACC00773,A005,2024-02-07,19,4,Thursday,Wrong Number,16
CALL0001876,ACC00774,A003,2024-03-04,17,2,Tuesday,Contacted,306
CALL0001877,ACC00775,A009,2024-01-15,17,2,Tuesday,Busy,22
CALL0001878,ACC00775,A006,2025-03-09,9,7,Sunday,Busy,16
CALL0001879,ACC00776,A008,2025-09-06,12,7,Sunday,Wrong Number,6
CALL0001880,ACC00776,A008,2025-09-15,15,4,Thursday,Contacted,351
CALL0001881,ACC00776,A008,2025-05-04,16,4,Thursday,Busy,12
CALL0001882,ACC00777,A010,2025-04-25,12,4,Thursday,Contacted,253
CALL0001883,ACC00777,A004,2024-10-06,18,4,Thursday,Contacted,317
CALL0001884,ACC00778,A006,2024-08-30,13,5,Friday,Busy,16
CALL0001885,ACC00778,A001,2025-07-18,17,4,Thursday,Wrong Number,22
CALL0001886,ACC00778,A008,2025-09-24,14,3,Wednesday,Wrong Number,0
CALL0001887,ACC00779,A003,2024-03-24,18,1,Monday,Contacted,327
CALL0001888,ACC00779,A002,2025-02-02,10,1,Monday,Voicemail,29
CALL0001889,ACC00780,A006,2024-05-13,19,3,Wednesday,Contacted,543
CALL0001890,ACC00780,A003,2025-09-13,17,3,Wednesday,Contacted,374
CALL0001891,ACC00781,A008,2025-10-18,11,5,Friday,Voicemail,1
CALL0001892,ACC00781,A004,2025-03-03,19,6,Saturday,Voicemail,14
CALL0001893,ACC00781,A003,2025-05-12,19,2,Tuesday,Voicemail,23
CALL0001894,ACC00781,A008,2024-12-04,9,2,Tuesday,Voicemail,13
CALL0001895,ACC00782,A003,2025-10-17,9,4,Thursday,Busy,27
CALL0001896,ACC00782,A010,2025-05-06,16,4,Thursday,Contacted,310
CALL0001897,ACC00782,A005,2025-03-14,13,2,Tuesday,Wrong Number,15
CALL0001898,ACC00783,A004,2025-08-21,20,4,Thursday,Contacted,91
CALL0001899,ACC00783,A005,2025-11-11,16,2,Tuesday,No Answer,17
CALL0001900,ACC00783,A007,2024-04-01,13,5,Friday,Voicemail,4
CALL0001901,ACC00784,A004,2024-11-23,15,3,Wednesday,Voicemail,2
CALL0001902,ACC00784,A003,2025-11-22,20,6,Saturday,Busy,10
CALL0001903,ACC00784,A003,2025-09-21,12,1,Monday,Contacted,474
CALL0001904,ACC00786,A007,2024-12-28,10,3,Wednesday,Contacted,299
CALL0001905,ACC00787,A009,2025-06-23,16,4,Thursday,Contacted,177
CALL0001906,ACC00788,A004,2025-01-26,19,7,Sunday,Busy,21
CALL0001907,ACC00789,A007,2024-02-12,12,5,Friday,Wrong Number,2
CALL0001908,ACC00789,A009,2024-02-19,20,2,Tuesday,Busy,1
CALL0001909,ACC00789,A007,2025-01-17,12,1,Monday,Busy,13
CALL0001910,ACC00790,A008,2024-07-04,17,4,Thursday,No Answer,7
CALL0001911,ACC00791,A004,2025-07-07,9,2,Tuesday,No Answer,18
CALL0001912,ACC00791,A008,2025-03-01,15,7,Sunday,Wrong Number,30
CALL0001913,ACC00791,A005,2025-04-19,15,6,Saturday,Wrong Number,12
CALL0001914,ACC00791,A009,2024-12-31,13,3,Wednesday,Busy,8
CALL0001915,ACC00792,A002,2024-12-04,18,5,Friday,Contacted,143
CALL0001916,ACC00793,A001,2024-05-23,14,2,Tuesday,Busy,7
CALL0001917,ACC00793,A004,2025-07-04,17,5,Friday,Contacted,285
CALL0001918,ACC00793,A009,2025-10-30,20,1,Monday,No Answer,9
CALL0001919,ACC00793,A005,2024-11-18,13,5,Friday,Busy,12
CALL0001920,ACC00795,A002,2025-03-08,8,3,Wednesday,Voicemail,20
CALL0001921,ACC00796,A007,2024-10-31,12,4,Thursday,No Answer,29
CALL0001922,ACC00796,A010,2024-10-19,16,2,Tuesday,Busy,14
CALL0001923,ACC00796,A010,2025-04-09,11,2,Tuesday,Contacted,477
CALL0001924,ACC00797,A006,2025-05-04,19,3,Wednesday,Busy,7
CALL0001925,ACC00797,A009,2025-06-03,17,3,Wednesday,Busy,11
CALL0001926,ACC00798,A010,2024-09-27,16,5,Friday,No Answer,18
CALL0001927,ACC00799,A010,2024-11-03,19,3,Wednesday,Contacted,371
CALL0001928,ACC00799,A007,2025-08-19,9,5,Friday,Voicemail,26
CALL0001929,ACC00799,A004,2025-11-03,20,7,Sunday,Voicemail,4
CALL0001930,ACC00799,A003,2025-08-21,8,2,Tuesday,Busy,9
CALL0001931,ACC00799,A001,2025-06-22,14,4,Thursday,Wrong Number,28
CALL0001932,ACC00800,A001,2025-05-29,16,5,Friday,Voicemail,24
CALL0001933,ACC00800,A010,2024-05-07,19,2,Tuesday,No Answer,23
CALL0001934,ACC00800,A001,2025-11-26,18,3,Wednesday,Contacted,381
